% Model:              simple_edge.mph
% Version:            COMSOL 5.6.0.401
% Date:               Oct 31 2023, 13:59
% Dimension:          2
% Nodes:              151
% Expressions:        10
% Description:        Electric potential
% Length unit:        nm
% x,y,V (V) @ Vtg=-12,V (V) @ Vtg=-11,V (V) @ Vtg=-10,V (V) @ Vtg=-9,V (V) @ Vtg=-8,V (V) @ Vtg=-7,V (V) @ Vtg=-6,V (V) @ Vtg=-5,V (V) @ Vtg=-4,V (V) @ Vtg=-3
92.00000000000232,0,-1.0065447030246657,-1.0037964118630576,-1.0010481206702206,-0.9982998293879236,-0.9955515379285345,-0.9928032457081704,-0.9900548032110039,-0.4996675325625061,2.554421414890565E-4,0.5001596330274648
96.00000000000227,0,-1.0065447022582854,-1.0037964111251416,-1.0010481199495498,-0.9982998286523596,-0.9955515371144583,-0.9928032445422051,-0.9900547475043312,-0.49961215969788597,2.979863470686483E-4,0.5001862201054631
100.00000000000222,0,-1.006544701216716,-1.0037964101222663,-1.0010481189701252,-0.9982998276527172,-0.9955515360081545,-0.9928032429577832,-0.9900546716388872,-0.4995475377756602,3.4763680951903066E-4,0.5002172480841017
104.0000000000022,0,-1.0065446998010414,-1.0037964087591955,-1.0010481176389432,-0.9982998262940822,-0.9955515345045963,-0.9928032408045248,-0.9900545682223998,-0.49947212608045094,4.055772946380132E-4,0.5002534567317677
108.00000000000216,0,-1.0065446978769026,-1.0037964069065477,-1.0010481158296292,-0.9982998244474396,-0.9955515324609513,-0.9928032378777443,-0.9900544270490421,-0.4993841263906548,4.7318941590056583E-4,0.5002957094572416
112.0000000000021,0,-1.0065446952618102,-1.00379640438861,-1.0010481133705753,-0.9982998219376339,-0.9955515296833648,-0.9928032338997828,-0.9900542340382045,-0.4992814398666257,5.52085758220604E-4,0.5003450140096419
116.00000000000207,0,-1.0065446917076266,-1.0037964009664664,-1.0010481100284545,-0.9982998185265264,-0.9955515259082963,-0.9928032284932184,-0.9900539695824966,-0.499161617842755,6.441476853540655E-4,0.5004025461050322
120.00000000000199,0,-1.006544686876947,-1.0037963963152454,-1.0010481054859934,-0.9982998138902942,-0.9955515207773712,-0.9928032211447916,-0.990053606102462,-0.4990218029629998,7.515705666839266E-4,0.5004696776896704
124.00000000000198,0,-1.0065446803115536,-1.0037963899937403,-1.001048099312284,-0.9982998075891035,-0.9955515138037736,-0.9928032111571644,-0.9900531043144943,-0.49885866117491695,8.769160274623668E-4,0.5005480095920749
128.00000000000196,0,-1.0065446713884048,-1.0037963814021214,-1.0010480909216122,-0.9982997990253029,-0.9955515043263368,-0.9928031975840099,-0.9900524073350137,-0.49866830158794584,0.0010231735233980556,0.5006394100024536
132.0000000000019,0,-1.0065446592602758,-1.0037963697246026,-1.001048079517221,-0.9982997873856047,-0.9955514914448529,-0.9928031791357037,-0.9900514299241884,-0.4984461854916607,0.001193830242884457,0.5007460581542197
136.00000000000188,0,-1.0065446427762341,-1.003796353852934,-1.0010480640166703,-0.9982997715650499,-0.9955514739361666,-0.9928031540597025,-0.9900500391989487,-0.49818701592502196,0.0013929559529670254,0.5008704973454735
140.00000000000185,0,-1.0065446203724226,-1.0037963322815422,-1.001048042949849,-0.9982997500636064,-0.9955514501408951,-0.9928031199810259,-0.9900480135992175,-0.4978846117378008,0.0016252997600681737,0.5010156954056768
144.00000000000176,0,-1.0065445899219725,-1.003796302962373,-1.0010480143163176,-0.9982997208390763,-0.9955514177981427,-0.9928030736595675,-0.9900449268683122,-0.49753176313028186,0.0018964010979117991,0.5011851140460147
148.00000000000176,0,-1.0065445485358258,-1.0037962631136774,-1.0010479753993458,-0.9982996811185924,-0.9955513738390485,-0.9928030106994677,-0.9900396824962876,-0.4971200547794769,0.0022127256228055706,0.5013827937814975
152.00000000000165,0,-1.006544492285841,-1.003796208952882,-1.001047922504308,-0.9982996271304094,-0.9955513140879308,-0.9928029251161266,-0.9900274666871933,-0.49663967013510063,0.0025818155693113475,0.5016134478742282
156.00000000000168,0,-1.0065444158370083,-1.0037961353440377,-1.00104785061653,-0.9982995537582742,-0.9955512328857603,-0.9928028088108432,-0.9899723818152879,-0.4960791518763678,0.0030124737942744985,0.5018825773401627
160.00000000000156,0,-1.0065443119310689,-1.0037960352977522,-1.0010477529089743,-0.9982994540323608,-0.9955511225157003,-0.9928026507212784,-0.9895197669282737,-0.4954251373020142,0.0035149670577795757,0.5021965979301836
164.0000000000016,0,-1.006544170712605,-1.0037958993252054,-1.001047620115317,-0.9982993184959867,-0.9955509725131894,-0.9928024358583064,-0.9873499832658555,-0.4946620297646575,0.004101278460301632,0.5025629978636434
168.00000000000148,0,-1.0065439787795099,-1.0037957145211838,-1.0010474396307003,-0.99829913428155,-0.9955507686326515,-0.9928021437990989,-0.9883433209327144,-0.4937716353118419,0.004785386571759605,0.5029905121555774
172.0000000000015,0,-1.0065437179241927,-1.0037954633552344,-1.0010471943355004,-0.998298883917189,-0.9955504915385611,-0.9928017468369077,-0.9879251909890667,-0.49273272338473606,0.005583602918105888,0.5034893334256814
176.00000000000148,0,-1.006543363390889,-1.003795121989236,-1.0010468609460588,-0.9982985436330258,-0.9955501149129348,-0.9928012072215391,-0.9870456463796615,-0.49152052714322375,0.006514955788387162,0.5040713515094842
180.0000000000014,0,-1.006542881543311,-1.003794658037484,-1.0010464078350227,-0.9982980811493918,-0.99554960302817,-0.9928004737204407,-0.985786827953014,-0.49010614768700406,0.007601647876621267,0.5047504391862229
184.0000000000014,0,-1.0065422266722024,-1.0037940274839277,-1.0010457920083204,-0.9982974525703331,-0.9955489072719791,-0.9927994765319474,-0.9841551792931776,-0.4884558749136744,0.008869577829305978,0.505542777523317
188.00000000000128,0,-1.0065413366601363,-1.0037931705189829,-1.0010449550541434,-0.9982965982728134,-0.995547961634611,-0.992798120869105,-0.9821277443453683,-0.4865303780018631,0.010348961926329057,0.5064672436806005
192.0000000000013,0,-1.0065401270964311,-1.0037920058558147,-1.0010438175680554,-0.9982954371749497,-0.9955466762892736,-0.992796277509809,-0.9796641176701737,-0.484283783926684,0.01207504146666126,0.5075458515504014
196.0000000000012,0,-1.0065384832919286,-1.0037904230606531,-1.0010422716878258,-0.998293859155756,-0.995544929257101,-0.9927937708501974,-0.9767098471675341,-0.4816625797454641,0.014088925401832443,0.5088042764990993
200.00000000000122,0,-1.0065362494274275,-1.0037882720702607,-1.0010401708078827,-0.9982917144713924,-0.9955425545289251,-0.9927903612415891,-0.9731969871464681,-0.47860436581113597,0.016438546775750084,0.510272449576137
204.0000000000012,0,-1.0065332138389917,-1.0037853490549105,-1.0010373158128996,-0.998288799761173,-0.9955393266340554,-0.9927857225460421,-0.9690433347463552,-0.475036372345014,0.019179800481701516,0.5119852637480855
208.00000000000114,0,-1.006529089053617,-1.003781377124982,-1.001033436133843,-0.9982848385237238,-0.995534938643517,-0.9927794088028612,-0.9641509702701324,-0.47087378136224906,0.022377828885680007,0.5139833686815275
212.00000000000114,0,-1.0065234847423021,-1.0037759803325486,-1.0010281644089003,-0.9982794553055757,-0.9955289735552936,-0.9927708114532382,-0.958404191724915,-0.46601773533124163,0.026108546675310287,0.5163141113633336
216.000000000001,0,-1.006515871107846,-1.0037686482623374,-1.0010210016710617,-0.9982721397180565,-0.995520863460037,-0.9927590952371772,-0.9516670277385936,-0.4603531006544482,0.030460350122971103,0.5190325828254813
220.00000000000102,0,-1.0065055293909144,-1.0037586884091765,-1.0010112708545487,-0.9982621988886039,-0.9955098362908446,-0.9927431143857509,-0.9437801932395413,-0.45374582921558426,0.03553613109994205,0.5222028453167596
224.00000000000088,0,-1.0064914851755984,-1.0037451616158817,-1.0009980532133538,-0.9982486914553439,-0.995494840021126,-0.9927212856935598,-0.9345576407861629,-0.4460400257867718,0.04145550775353346,0.5258992731489964
228.00000000000094,0,-1.0064724182425755,-1.0037267950455502,-1.0009801029108294,-0.9982303392713795,-0.9954744413942197,-0.9926914119924388,-0.9237825327929119,-0.43705456386653124,0.048357390759742984,0.5302080757196352
232.00000000000082,0,-1.006446543059756,-1.003701866433347,-1.0009557328556382,-0.9982054082112856,-0.9954466863436983,-0.9926504177928284,-0.9112027372301817,-0.42657933340423326,0.05640281123817495,0.5352289339772759
236.00000000000088,0,-1.0064114466010339,-1.0036680467426207,-1.0009226590474802,-0.9981715444663168,-0.9954089045560803,-0.9925939396388826,-0.896525878376767,-0.4143711476442679,0.06577797940631275,0.5410767065064165
240.00000000000068,0,-1.0063638778827575,-1.0036221949740116,-1.000877796007242,-0.9981255558691333,-0.9953574387910002,-0.9925156620723509,-0.8794140017109098,-0.4001493660717327,0.07669751054937522,0.547883118846633
244.00000000000074,0,-1.006299468517851,-1.0035600858182203,-1.0008169850082271,-0.9980631192954377,-0.9952872716423948,-0.9924061884598032,-0.8594779384350547,-0.38359131653531137,0.08940772960232801,0.555798318859354
248.0000000000007,0,-1.00621237072476,-1.0034760518215613,-1.0007346293329222,-0.9979783717562054,-0.9951914615111161,-0.9922507327180284,-0.8362723047903068,-0.36432832072242016,0.1041893850743973,0.5649917584039534
252.0000000000006,0,-1.0060948049737934,-1.0033625363938243,-1.0006232372195785,-0.997863387853049,-0.9950603655107281,-0.9920238787928938,-0.8092905723921702,-0.3419418828086453,0.12136005714843151,0.5756524392141272
256.00000000000057,0,-1.005936477751515,-1.0032095030235144,-1.0004727936096018,-0.9977074065824321,-0.9948803200966903,-0.991672944217656,-0.7779632499448368,-0.31596263338759883,0.14127414678051453,0.5879869112116738
260.00000000000057,0,-1.0057239262884046,-1.003003757261166,-1.0002700134601097,-0.9974958294519505,-0.9946315412434884,-0.9910514145355214,-0.7416582330897113,-0.28587131244433456,0.16432087011894883,0.6022149432460912
264.00000000000045,0,-1.00543973356038,-1.0027280992986447,-0.999997346074252,-0.9972086977179567,-0.9942839527396047,-0.9896321019386618,-0.6996880846993121,-0.2511058721360653,0.19091688967051954,0.6185601537061926
268.00000000000045,0,-1.0050617357502591,-1.0023603747101844,-0.9996316963134098,-0.9968182310876884,-0.9937870275835174,-0.9596624521520675,-0.6513264699023622,-0.21107670620739066,0.22149173688528254,0.6372335844405929
272.0000000000004,0,-1.0045623038397107,-1.0018724350170465,-0.99914270013775,-0.9962842803869701,-0.9930370337784883,-0.9163646384102712,-0.5958373351152139,-0.165193179528378,0.25646320514367604,0.6584072231272807
276.00000000000034,0,-1.003907762505427,-1.00122885419935,-0.9984898403916262,-0.9955432310923518,-0.9917338467424338,-0.8599770809734989,-0.5325231206929708,-0.11290692564135754,0.2961980009297841,0.6821726707777143
280.00000000000017,0,-1.0030579635638504,-1.0003848923968075,-0.9976160900259313,-0.9944715504474677,-0.9886837856393919,-0.7907352704024064,-0.46079502428567454,-0.05377464206725588,0.3409550069499091,0.7084805358535565
284.0000000000002,0,-1.001965369515129,-0.9992813538597893,-0.9964274063561447,-0.9927301559576245,-0.9265604719873506,-0.7087738084832129,-0.3802668197820382,0.01245822805109344,0.3908095533046136,0.7370550140699826
288.00000000000017,0,-1.0005707342794985,-0.9978254843235873,-0.9946933259118156,-0.989071227578734,-0.8463486833231956,-0.6143889517638176,-0.2908678260157815,0.0857566279146994,0.44556105985744643,0.7672762967010643
292.00000000000006,0,-0.9987829289658936,-0.9957944531130309,-0.9913684249491252,-0.9162206728498502,-0.747515152722098,-0.5082411959134628,-0.19296106098439483,0.1656897341096355,0.5046326719318177,0.7980149736721963
295.99999999999994,0,-0.9963696706166786,-0.9921777072737736,-0.9705283727964042,-0.8169295849920607,-0.6324639004208192,-0.3915025719118319,-0.08744184981403161,0.25134057719948344,0.5669778777817249,0.8273653016120908
300,0,-0.9922044687619266,-0.9721553506075512,-0.8543904924098685,-0.6960737377173253,-0.5039235289699211,-0.26593276799265436,0.02421141467081676,0.34125521987810814,0.6310083928016506,0.8522267579902362
303.9999999999993,0,-0.9690455051279521,-0.8533881468277598,-0.7249570923918937,-0.5588178065152072,-0.36501287601634635,-0.1338627792876455,0.1399593359035016,0.433451594648462,0.6945470336959447,0.8605916679660545
307.9999999999992,0,-0.8368374720266545,-0.7163459740621335,-0.5783240522335505,-0.41001864855705683,-0.21919591808588845,0.0019141878874456143,0.25729869062488026,0.5254867922758069,0.7547700404206449,0.8615549550771733
311.9999999999993,0,-0.6894893027326794,-0.5615567297522673,-0.4203789663017007,-0.25436237147130675,-0.07012712326145566,0.13832028177868178,0.3734127499413728,0.6145579879666202,0.8080144784199713,0.8622479910144182
315.9999999999994,0,-0.5262739067683955,-0.39629722694250435,-0.25660918675303257,-0.09629403911343354,0.0785468496563933,0.27218896230030615,0.485326855890012,0.697584570116097,0.8491149659834354,0.8628552105227134
319.9999999999993,0,-0.35480037183325275,-0.22670439816535787,-0.09190509842593703,0.06010821289972378,0.22336558184018962,0.40042721546246596,0.5900138889737975,0.7712135184573322,0.8609805939052766,0.8634076263237431
323.99999999999943,0,-0.18126620362085552,-0.057883549667192724,0.06950239841382412,0.21122577225272882,0.36116715320951787,0.5201012614153869,0.6843873684910343,0.8331522599370946,0.8623071168478026,0.8639099769462825
327.99999999999943,0,-0.010635321693704371,0.10597978810608223,0.22403729975861586,0.35391983495316,0.4891110009200541,0.628414156302883,0.7650794906458969,0.8603973718502843,0.863128434611372,0.8643628131822132
331.99999999999926,0,0.15315701292317083,0.2615007673055115,0.3687130808742649,0.4854767935447986,0.6046087626790985,0.7225409432213783,0.8276956136010678,0.8621500535778134,0.8637680806214287,0.8647669958594134
335.99999999999955,0,0.306997748490684,0.40594720802949014,0.5010021199564606,0.6034696150952358,0.7051403373232897,0.7991984952717004,0.8606591002440397,0.8631285893543066,0.8642994877162211,0.8651245478774546
339.9999999999994,0,0.4483996201300129,0.5370862975661629,0.6186550360882532,0.7055323041352577,0.7879248471316951,0.8550896986808456,0.8623461839320181,0.8638350599529321,0.8647496527532175,0.8654385082324196
343.99999999999955,0,0.5753010081338688,0.6530449809136539,0.7194356265602756,0.7889738206974747,0.8526245054768011,0.861546761847771,0.8633461122032744,0.8643953674592347,0.8651336198001187,0.8657125654172965
347.9999999999996,0,0.685889544568277,0.7523705150697311,0.800715543740496,0.8530303778082187,0.8612605207291707,0.8630034778528357,0.8640518935441605,0.8648555542862645,0.8654619738378891,0.8659506973219606
351.9999999999995,0,0.7786038327012211,0.8444458861675054,0.8595732209499951,0.8613401535229147,0.8628949714291694,0.8638376278599207,0.8645992233375586,0.8652395117412665,0.8657430415783987,0.8661568947568007
355.9999999999996,0,0.8582640459010022,0.8602370601196823,0.8619388734591419,0.8629543885686392,0.863778718752399,0.8644468111521736,0.865041473929565,0.8655625684795651,0.8659837074458718,0.8663349700991206
359.99999999999966,0,0.8614271999838011,0.8624392188628909,0.8631686519087917,0.8638308972923014,0.8644103464559324,0.8649272080876464,0.8654060225514643,0.8658357292858261,0.8661897875863722,0.866488456189102
363.99999999999955,0,0.8628654700975642,0.863484600520361,0.8639704721062915,0.8644568662027761,0.8649035430386195,0.8653178003558863,0.8657099580038079,0.8660674521881482,0.8663662547056469,0.8666205574611539
367.99999999999966,0,0.8637542274973806,0.8641951683204363,0.8645656196536667,0.8649446834752653,0.8653020350760583,0.8656404152222029,0.8659651447820161,0.8662644497531262,0.8665173597592966,0.866734130508209
371.99999999999966,0,0.864399950111602,0.8647381396258317,0.8650336774314578,0.8653382271377694,0.8656297920596536,0.8659095010703056,0.8661804426940949,0.8664322001060676,0.8666467519117577,0.8668316974767997
375.9999999999998,0,0.864902226250658,0.8651714019979746,0.8654123335987222,0.8656614197729766,0.8659022627717954,0.8661353724445331,0.8663626913265718,0.8665752117474138,0.8667575529053055,0.8669154647774683
379.9999999999998,0,0.8653059269732468,0.8655247401155969,0.8657237160005973,0.8659297969095927,0.8661304202652875,0.8663258399345685,0.8665173534905077,0.866697250008972,0.8668524413567271,0.8669873551594821
383.99999999999966,0,0.8656364107347965,0.8658166843616535,0.8659824430775058,0.8661543062029512,0.866322439422708,0.8664869848182191,0.8666488513367554,0.8668014677191335,0.8669337083226164,0.8670490338648493
387.99999999999983,0,0.8659101392663785,0.8660600222089413,0.8661989607412076,0.8663431132215548,0.8664846515484527,0.8666236666888423,0.8667608200563421,0.8668905217945575,0.8670033151573929,0.8671019398206836
391.99999999999994,0,0.8661386564661718,0.8662640888542192,0.8663810769567778,0.8665025076617892,0.8666220675336291,0.8667398228932262,0.8668562700426992,0.8669666561939807,0.8670629397594918,0.8671473135650996
395.9999999999998,0,0.866330517579571,0.8664359963594748,0.8665348412214405,0.866637468417734,0.8667387327508622,0.8668386876526049,0.8669377148533735,0.8670317724670641,0.8671140178778693,0.8671862228664066
399.9999999999999,0,0.8664922781343602,0.8665813041419284,0.8666650425035551,0.8667520010425533,0.8668379511886534,0.8669229387386248,0.8670072632151565,0.8670874854651278,0.8671577788132449,0.8672195865769826
403.99999999999994,0,0.8666290947838036,0.8667044490080795,0.8667755388292822,0.8668493712604618,0.8669224471574287,0.8669948070364283,0.8670666897233369,0.8671351669378481,0.8671952734220447,0.867248193240409
407.99999999999983,0,0.8667451010538808,0.8668090267118258,0.8668694798591513,0.8669322701569186,0.8669944857141514,0.8670561628409957,0.8671174944503893,0.8671759854628488,0.8672274016857078,0.8672727204312883
412,0,0.8668436526395594,0.8668979807770776,0.8669494585703358,0.8670029292120404,0.8670559581916799,0.8671085781426694,0.8671609465323025,0.8672109359007463,0.8672549331028204,0.8672937490558557
415.99999999999994,0,0.8669275069613804,0.8669737458078207,0.8670176293562558,0.8670632132092181,0.86710845405609,0.8671533811662999,0.8671981241713244,0.8672408678686124,0.8672785272266818,0.8673117781694352
420.00000000000006,0,0.866998946181607,0.8670383468949171,0.8670757905126628,0.8671146856714195,0.8671533118390277,0.8671916951620553,0.8672299430952901,0.8672665059293108,0.8672987481513292,0.8673272353765703
424.00000000000006,0,0.8670598704867605,0.8670934771806768,0.8671254500014381,0.8671586626554196,0.8671916624449623,0.8672244726175522,0.8672571827493827,0.8672884690724857,0.8673160790259916,0.8673404875285783
427.99999999999994,0,0.8671118724580391,0.8671405602144856,0.8671678785487195,0.8671962563905502,0.8672244643792093,0.8672525230895011,0.8672805075385924,0.8673072864159953,0.867330933672659,0.8673518492368023
432.0000000000001,0,0.8671562883240138,0.8671807936382919,0.8672041473261166,0.8672284068127522,0.867252529720155,0.8672765341799022,0.8673004832560015,0.8673234096999581,0.8673436660418948,0.8673615899114527
436.00000000000006,0,0.867194247699045,0.8672151920711415,0.867235165221415,0.8672559130530653,0.8672765502827061,0.8672970928276942,0.8673175938702928,0.8673372261232254,0.8673545799564495,0.8673699410249314
440.00000000000006,0,0.867226704196332,0.8672446135335102,0.8672617018202838,0.8672794528715615,0.8672971137795354,0.8673146984711411,0.8673322519121236,0.8673490662916562,0.8673639351480361,0.8673771006137077
444.00000000000017,0,0.867254466430749,0.867269786685292,0.867284411413428,0.8672996033248884,0.8673147213344549,0.8673297775921712,0.8673448101994273,0.8673592133918256,0.8673719543410001,0.8673832386193301
448.0000000000002,0,0.8672782221694378,0.8672913320324103,0.8673038516724081,0.8673168568219104,0.8673298010617071,0.867342694965098,0.8673555708755806,0.8673679102344236,0.8673788286730884,0.8673885009659716
452.0000000000001,0,0.8672985553904967,0.8673097769710054,0.8673204969422064,0.8673316326019224,0.8673427178191753,0.8673537617753692,0.8673647919679797,0.8673753643940467,0.86738472166787,0.867393012556961
456.0000000000002,0,0.8673159635967771,0.8673255711846588,0.8673347519310508,0.8673442886537337,0.8673537834228955,0.8673632441965977,0.8673726943822012,0.867381753742679,0.8673897735413689,0.8673968805383473
460.00000000000017,0,0.8673308705730258,0.867339097997286,0.8673469618088343,0.8673551305124897,0.8673632641892262,0.8673713697259069,0.867379467069594,0.8673872305388051,0.8673941043847706,0.8674001967107818
464.0000000000001,0,0.8673436378359868,0.8673506846067985,0.8673574213394653,0.8673644192488098,0.8673713878146613,0.8673783329888679,0.8673852717851949,0.8673919252107828,0.8673978171197251,0.8674030397743443
468.0000000000002,0,0.8673545752065451,0.8673606115683664,0.8673663833666679,0.8673723789188406,0.8673783498150561,0.8673843011931042,0.8673902475757638,0.8673959499401326,0.8674010003056796,0.8674054774651271
472.00000000000017,0,0.8673639455113745,0.8673691169797809,0.8673740625370249,0.8673791998072089,0.8673843163052961,0.867389416461985,0.8673945126817962,0.8673994001650468,0.867403729309048,0.8674075674406432
476.00000000000017,0,0.8673719733560448,0.8673764043883103,0.8673806424004344,0.8673850446898717,0.8673894294383506,0.867393800463633,0.8673981683669267,0.8674023576538805,0.8674060687203554,0.8674093591240529
480.0000000000001,0,0.8673788519399935,0.8673826489359934,0.8673862809307773,0.8673900537059401,0.8673938116383638,0.8673975580153361,0.8674013019012445,0.8674048929007653,0.8674080742389324,0.8674108951424674
484.0000000000001,0,0.8673847463846389,0.867388000350351,0.8673911132054923,0.8673943467140168,0.8673975676405263,0.8674007788138265,0.8674039879874268,0.8674070662659187,0.8674097935671955,0.8674122120079947
488.00000000000006,0,0.8673897975493331,0.8673925863865208,0.8673952544985715,0.8673980260224726,0.8674007868640621,0.867403539456379,0.8674062904340057,0.8674089293196033,0.8674112674681468,0.8674133409248492
492.00000000000017,0,0.867394126590427,0.8673965169518074,0.8673988039950694,0.8674011796779896,0.8674035462791327,0.8674059058902249,0.8674082641901113,0.867410526482008,0.8674125310589474,0.8674143087782628
496.00000000000006,0,0.8673978366748397,0.8673998856487561,0.867401846175822,0.8674038826857395,0.8674059114653699,0.8674079343123584,0.8674099560888183,0.8674118956189805,0.8674136142789035,0.8674151384912729
500.0000000000001,0,0.8674010164512762,0.8674027729190068,0.8674044536511196,0.8674061995208281,0.8674079388037604,0.8674096730443623,0.8674114064064776,0.8674130693002884,0.8674145428828884,0.8674158497846154
504.0000000000001,0,0.8674037417256563,0.8674052475585262,0.8674066885249335,0.8674081853356364,0.8674096765287805,0.8674111634309531,0.8674126496087948,0.8674140754006209,0.8674153389152572,0.8674164595389334
508,0,0.8674060774009383,0.867407368474507,0.8674086039784789,0.8674098873633111,0.8674111659532983,0.8674124408876891,0.8674137152222154,0.867414937802716,0.8674160212649681,0.8674169822193981
512.0000000000001,0,0.8674080790790222,0.8674091861367741,0.8674102455788133,0.8674113460780033,0.8674124424815829,0.8674135357677916,0.867414628555186,0.8674156769796045,0.8674166061254195,0.8674174302275179
